FullDateALternateKey	OrganizationName	DepartmentGroupName	ScenarioName	AccountCodeAlternateKey	ParentAccountCodeAlternateKey	Amount
7/1/2006 0:00	Northeast Division	Research and Development	Budget	6040	600	1100
7/1/2006 0:00	Northeast Division	Research and Development	Budget	6100	60	2400
7/1/2006 0:00	Northeast Division	Research and Development	Budget	6200	620	280
7/1/2006 0:00	Northeast Division	Research and Development	Budget	6210	620	200
7/1/2006 0:00	Northeast Division	Research and Development	Budget	6220	620	100
7/1/2006 0:00	Northeast Division	Research and Development	Budget	6230	620	100
7/1/2006 0:00	Northeast Division	Research and Development	Budget	6300	630	50
7/1/2006 0:00	Northeast Division	Research and Development	Budget	6310	630	200
7/1/2006 0:00	Northeast Division	Research and Development	Budget	6400	60	220
7/1/2006 0:00	Northeast Division	Research and Development	Budget	6500	60	100
7/1/2006 0:00	Northeast Division	Research and Development	Budget	6610	660	750
7/1/2006 0:00	Northeast Division	Research and Development	Budget	6620	660	380
7/1/2006 0:00	Northeast Division	Research and Development	Budget	6700	60	100
7/1/2006 0:00	Northeast Division	Research and Development	Budget	6810	680	380
7/1/2006 0:00	Northeast Division	Research and Development	Budget	6820	680	280
7/1/2006 0:00	Northeast Division	Research and Development	Budget	6830	680	30
7/1/2006 0:00	Northeast Division	Research and Development	Budget	6840	680	90
7/1/2006 0:00	Northeast Division	Research and Development	Budget	6850	680	80
7/1/2006 0:00	Northeast Division	Research and Development	Budget	6860	680	80
7/1/2006 0:00	Northeast Division	Research and Development	Budget	6920	60	380
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	1110	110	76978
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	1130	1120	124391
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	1140	1120	3556
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	1150	110	2487
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	1170	110	19218
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	1180	110	12687
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	1185	110	23136
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	1210	1200	13720
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	1220	1200	43720
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	1230	1200	13445
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	1240	1200	59754
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	1250	1200	11887
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	1260	1200	4908
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	1300	10	23894
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	2210	2200	20246
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	2230	2200	175368
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	2310	2300	55708
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	2320	2300	29228
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	2330	2300	28238
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	2340	2200	9316
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	2350	2200	42697
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	2410	2400	33491
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	2420	2400	36417
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	2430	2400	55708
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	2440	2400	29546
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	3010	300	350000
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	3020	300	-830343.5
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	3540	3030	423790.5
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	3550	3030	-25508
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	6000	600	5520
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	6020	600	497
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	6040	600	331
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	6200	620	81
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	6210	620	74
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	6220	620	38
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	6230	620	29
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	6240	620	8
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	6300	630	9
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	6400	60	57
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	6500	60	86
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	6610	660	71
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	6620	660	128
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	6700	60	39
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	6810	680	143
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	6820	680	89
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	6830	680	9
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	6840	680	30
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	6850	680	25
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	6860	680	24
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	6920	60	135
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	8000	80	48
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	8010	80	73
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	8020	80	-58
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	8030	80	98
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	8500	4	52
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	9510	9500	3
7/1/2006 0:00	Northeast Division	Sales and Marketing	Actual	2220	2200	23076
7/1/2006 0:00	Northeast Division	Sales and Marketing	Budget	6000	600	5000
7/1/2006 0:00	Northeast Division	Sales and Marketing	Budget	6020	600	480
7/1/2006 0:00	Northeast Division	Sales and Marketing	Budget	6040	600	380
7/1/2006 0:00	Northeast Division	Sales and Marketing	Budget	6200	620	90
7/1/2006 0:00	Northeast Division	Sales and Marketing	Budget	6210	620	80
7/1/2006 0:00	Northeast Division	Sales and Marketing	Budget	6220	620	40
7/1/2006 0:00	Northeast Division	Sales and Marketing	Budget	6230	620	30
7/1/2006 0:00	Northeast Division	Sales and Marketing	Budget	6300	630	30
7/1/2006 0:00	Northeast Division	Sales and Marketing	Budget	6400	60	80
7/1/2006 0:00	Northeast Division	Sales and Marketing	Budget	6500	60	100
7/1/2006 0:00	Northeast Division	Sales and Marketing	Budget	6610	660	60
7/1/2006 0:00	Northeast Division	Sales and Marketing	Budget	6620	660	100
7/1/2006 0:00	Northeast Division	Sales and Marketing	Budget	6700	60	40
7/1/2006 0:00	Northeast Division	Sales and Marketing	Budget	6810	680	100
7/1/2006 0:00	Northeast Division	Sales and Marketing	Budget	6820	680	90
7/1/2006 0:00	Northeast Division	Sales and Marketing	Budget	6830	680	10
7/1/2006 0:00	Northeast Division	Sales and Marketing	Budget	6840	680	30
7/1/2006 0:00	Northeast Division	Sales and Marketing	Budget	6850	680	30
7/1/2006 0:00	Northeast Division	Sales and Marketing	Budget	6860	680	20
7/1/2006 0:00	Northeast Division	Sales and Marketing	Budget	6920	60	100
7/1/2006 0:00	Northwest Division	Corporate	Actual	6000	600	43120
7/1/2006 0:00	Northwest Division	Corporate	Actual	6020	600	5174
7/1/2006 0:00	Northwest Division	Corporate	Actual	6040	600	3449
7/1/2006 0:00	Northwest Division	Corporate	Actual	6200	620	770
7/1/2006 0:00	Northwest Division	Corporate	Actual	6210	620	700
7/1/2006 0:00	Northwest Division	Corporate	Actual	6220	620	352
7/1/2006 0:00	Northwest Division	Corporate	Actual	6230	620	264
7/1/2006 0:00	Northwest Division	Corporate	Actual	6240	620	77
7/1/2006 0:00	Northwest Division	Corporate	Actual	6300	630	99
7/1/2006 0:00	Northwest Division	Corporate	Actual	6400	60	486
7/1/2006 0:00	Northwest Division	Corporate	Actual	6500	60	240
7/1/2006 0:00	Northwest Division	Corporate	Actual	6610	660	561
7/1/2006 0:00	Northwest Division	Corporate	Actual	6620	660	1009
7/1/2006 0:00	Northwest Division	Corporate	Actual	6700	60	277
7/1/2006 0:00	Northwest Division	Corporate	Actual	6810	680	1051
7/1/2006 0:00	Northwest Division	Corporate	Actual	6820	680	650
7/1/2006 0:00	Northwest Division	Corporate	Actual	6830	680	62
7/1/2006 0:00	Northwest Division	Corporate	Actual	6840	680	217
7/1/2006 0:00	Northwest Division	Corporate	Actual	6850	680	180
7/1/2006 0:00	Northwest Division	Corporate	Actual	6860	680	174
7/1/2006 0:00	Northwest Division	Corporate	Actual	6920	60	990
7/1/2006 0:00	Northwest Division	Corporate	Actual	8000	80	176
7/1/2006 0:00	Northwest Division	Corporate	Actual	8010	80	270
7/1/2006 0:00	Northwest Division	Corporate	Actual	8020	80	-216
7/1/2006 0:00	Northwest Division	Corporate	Actual	8030	80	360
7/1/2006 0:00	Northwest Division	Corporate	Actual	8500	4	96
7/1/2006 0:00	Northwest Division	Corporate	Actual	9510	9500	11
7/1/2006 0:00	Northwest Division	Corporate	Budget	6000	600	40900
7/1/2006 0:00	Northwest Division	Corporate	Budget	6020	600	4000
7/1/2006 0:00	Northwest Division	Corporate	Budget	6040	600	3600
7/1/2006 0:00	Northwest Division	Corporate	Budget	6200	620	850
7/1/2006 0:00	Northwest Division	Corporate	Budget	6210	620	750
7/1/2006 0:00	Northwest Division	Corporate	Budget	6220	620	380
7/1/2006 0:00	Northwest Division	Corporate	Budget	6230	620	280
7/1/2006 0:00	Northwest Division	Corporate	Budget	6300	630	110
7/1/2006 0:00	Northwest Division	Corporate	Budget	6400	60	500
7/1/2006 0:00	Northwest Division	Corporate	Budget	6500	60	280
7/1/2006 0:00	Northwest Division	Corporate	Budget	6610	660	550
7/1/2006 0:00	Northwest Division	Corporate	Budget	6620	660	950
7/1/2006 0:00	Northwest Division	Corporate	Budget	6700	60	280
7/1/2006 0:00	Northwest Division	Corporate	Budget	6810	680	1000
7/1/2006 0:00	Northwest Division	Corporate	Budget	6820	680	650
7/1/2006 0:00	Northwest Division	Corporate	Budget	6830	680	70
7/1/2006 0:00	Northwest Division	Corporate	Budget	6840	680	200
7/1/2006 0:00	Northwest Division	Corporate	Budget	6850	680	200
7/1/2006 0:00	Northwest Division	Corporate	Budget	6860	680	200
7/1/2006 0:00	Northwest Division	Corporate	Budget	6920	60	850
7/1/2006 0:00	Northwest Division	Executive General and Administration	Actual	1166	1160	34545
7/1/2006 0:00	Northwest Division	Research and Development	Actual	4500	4110	4505
7/1/2006 0:00	Northwest Division	Research and Development	Actual	4130	4100	-1126
7/1/2006 0:00	Northwest Division	Research and Development	Actual	5020	5000	42417
7/1/2006 0:00	Northwest Division	Research and Development	Actual	5050	5000	938
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6000	600	26040
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6020	600	2083
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6040	600	1562
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6100	60	3379
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6200	620	378
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6210	620	343
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6220	620	182
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6230	620	133
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6240	620	38
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6300	630	63
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6310	630	225
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6400	60	263
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6500	60	187
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6610	660	1201
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6620	660	604
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6700	60	193
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6810	680	749
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6820	680	464
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6830	680	47
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6840	680	165
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6850	680	145
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6860	680	132
7/1/2006 0:00	Northwest Division	Research and Development	Actual	6920	60	630
7/1/2006 0:00	Northwest Division	Research and Development	Actual	8000	80	142
7/1/2006 0:00	Northwest Division	Research and Development	Actual	8010	80	218
7/1/2006 0:00	Northwest Division	Research and Development	Actual	8020	80	-174
7/1/2006 0:00	Northwest Division	Research and Development	Actual	8030	80	291
7/1/2006 0:00	Northwest Division	Research and Development	Actual	8500	4	3303
7/1/2006 0:00	Northwest Division	Research and Development	Actual	9510	9500	7
7/1/2006 0:00	Northwest Division	Research and Development	Actual	9520	9500	95
7/1/2006 0:00	Northwest Division	Research and Development	Actual	4200	4110	112648
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6000	600	22700
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6020	600	2000
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6040	600	1600
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6100	60	6200
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6200	620	380
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6210	620	380
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6220	620	200
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6230	620	100
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6300	630	70
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6310	630	380
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6400	60	300
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6500	60	200
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6610	660	1500
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6620	660	550
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6700	60	200
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6810	680	650
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6820	680	380
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6830	680	50
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6840	680	100
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6850	680	100
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6860	680	100
7/1/2006 0:00	Northwest Division	Research and Development	Budget	6920	60	550
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	1110	110	138120
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	1130	1120	172658
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	1140	1120	5181
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	1150	110	3453
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	1170	110	23826
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	1180	110	16229
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	1185	110	31769
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	1210	1200	10976
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	1220	1200	34976
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	1230	1200	10646
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	1240	1200	48713
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	1250	1200	9416
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	1260	1200	3849
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	1300	10	20310
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	2210	2200	16196
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	2230	2200	149442
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	2310	2300	46294
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	2320	2300	25924
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	2330	2300	21738
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	2340	2200	12448
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	2350	2200	32590
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	2410	2400	25665
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	2420	2400	26166
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	2430	2400	45395
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	2440	2400	23636
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	3010	300	350000
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	3020	300	-491124
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	3540	3030	291070
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	3550	3030	-27492
7/1/2006 0:00	Northwest Division	Sales and Marketing	Actual	2220	2200	16719
7/1/2006 0:00	Central Division	Corporate	Actual	6000	600	33920
7/1/2006 0:00	Central Division	Corporate	Actual	6020	600	3731
7/1/2006 0:00	Central Division	Corporate	Actual	6040	600	2035
7/1/2006 0:00	Central Division	Corporate	Actual	6200	620	440
7/1/2006 0:00	Central Division	Corporate	Actual	6210	620	400
7/1/2006 0:00	Central Division	Corporate	Actual	6220	620	208
7/1/2006 0:00	Central Division	Corporate	Actual	6230	620	152
7/1/2006 0:00	Central Division	Corporate	Actual	6240	620	44
7/1/2006 0:00	Central Division	Corporate	Actual	6300	630	64
7/1/2006 0:00	Central Division	Corporate	Actual	6400	60	301
7/1/2006 0:00	Central Division	Corporate	Actual	6500	60	192
7/1/2006 0:00	Central Division	Corporate	Actual	6610	660	384
7/1/2006 0:00	Central Division	Corporate	Actual	6620	660	691
7/1/2006 0:00	Central Division	Corporate	Actual	6700	60	210
7/1/2006 0:00	Central Division	Corporate	Actual	6810	680	806
7/1/2006 0:00	Central Division	Corporate	Actual	6820	680	499
7/1/2006 0:00	Central Division	Corporate	Actual	6830	680	49
7/1/2006 0:00	Central Division	Corporate	Actual	6840	680	172
7/1/2006 0:00	Central Division	Corporate	Actual	6850	680	147
7/1/2006 0:00	Central Division	Corporate	Actual	6860	680	138
7/1/2006 0:00	Central Division	Corporate	Actual	6920	60	720
7/1/2006 0:00	Central Division	Corporate	Actual	8000	80	144
7/1/2006 0:00	Central Division	Corporate	Actual	8010	80	220
7/1/2006 0:00	Central Division	Corporate	Actual	8020	80	-176
7/1/2006 0:00	Central Division	Corporate	Actual	8030	80	294
7/1/2006 0:00	Central Division	Corporate	Actual	8500	4	219
7/1/2006 0:00	Central Division	Corporate	Actual	9510	9500	8
7/1/2006 0:00	Central Division	Corporate	Budget	6000	600	31600
7/1/2006 0:00	Central Division	Corporate	Budget	6020	600	2700
7/1/2006 0:00	Central Division	Corporate	Budget	6040	600	1900
7/1/2006 0:00	Central Division	Corporate	Budget	6200	620	480
7/1/2006 0:00	Central Division	Corporate	Budget	6210	620	380
